,STNAME,CTYNAME,YEAR,TOT_POP
1818,Virginia,Roanoke city,2016,99743
1819,Virginia,Roanoke city,2017,99837
1820,Virginia,Salem city,2011,25009
1821,Virginia,Salem city,2012,25157
1822,Virginia,Salem city,2013,25310
1823,Virginia,Salem city,2014,25435
1824,Virginia,Salem city,2015,25449
1825,Virginia,Salem city,2016,25547
1826,Virginia,Salem city,2017,25862
1827,Virginia,Staunton city,2011,24029
1828,Virginia,Staunton city,2012,23806
1829,Virginia,Staunton city,2013,24109
1830,Virginia,Staunton city,2014,24281
1831,Virginia,Staunton city,2015,24192
1832,Virginia,Staunton city,2016,24257
1833,Virginia,Staunton city,2017,24528
1834,Virginia,Suffolk city,2011,84754
1835,Virginia,Suffolk city,2012,85251
1836,Virginia,Suffolk city,2013,85770
1837,Virginia,Suffolk city,2014,86880
1838,Virginia,Suffolk city,2015,88103
1839,Virginia,Suffolk city,2016,89294
1840,Virginia,Suffolk city,2017,90237
1841,Virginia,Virginia Beach city,2011,442868
1842,Virginia,Virginia Beach city,2012,445286
1843,Virginia,Virginia Beach city,2013,448226
1844,Virginia,Virginia Beach city,2014,449355
1845,Virginia,Virginia Beach city,2015,450864
1846,Virginia,Virginia Beach city,2016,451404
1847,Virginia,Virginia Beach city,2017,450435
1848,Virginia,Waynesboro city,2011,21105
1849,Virginia,Waynesboro city,2012,21070
1850,Virginia,Waynesboro city,2013,21181
1851,Virginia,Waynesboro city,2014,21288
1852,Virginia,Waynesboro city,2015,21502
1853,Virginia,Waynesboro city,2016,21802
1854,Virginia,Waynesboro city,2017,22327
1855,Virginia,Williamsburg city,2011,14116
1856,Virginia,Williamsburg city,2012,14508
1857,Virginia,Williamsburg city,2013,14618
1858,Virginia,Williamsburg city,2014,14619
1859,Virginia,Williamsburg city,2015,14866
1860,Virginia,Williamsburg city,2016,14952
1861,Virginia,Williamsburg city,2017,15031
1862,Virginia,Winchester city,2011,26662
1863,Virginia,Winchester city,2012,27012
1864,Virginia,Winchester city,2013,27339
1865,Virginia,Winchester city,2014,27358
1866,Virginia,Winchester city,2015,27383
1867,Virginia,Winchester city,2016,27566
1868,Virginia,Winchester city,2017,27932
